"Age","Height","Weight","Female","Gold","Silver","Bronze","Total","Sport","Event","Color","Symbol","FirstEvent","kfold"
23,161,55,1,0,0,0,0,"Wrestling","Women's 55kg Freestyle","#FFFF33",18,"Women's 55kg Freestyle",5
23,187,90,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",9
32,160,52,1,1,0,0,1,"Judo","Women's -52kg","#E41A1C",17,"Women's -52kg",2
28,177,66,1,0,0,0,0,"Athletics","Women's 4 x 400m Relay","#377EB8",15,"Women's 4 x 400m Relay",2
23,180,70,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3",18,"Women's Water Polo",4
27,187,100,0,0,0,0,0,"Judo","Men's -100kg","#E41A1C",17,"Men's -100kg",4
26,176,65,0,0,0,0,0,"Athletics","Men's 800m","#377EB8",15,"Men's 800m",8
22,187,68,0,0,0,0,0,"Swimming","Men's 200m Backstroke","#FFFF33",17,"Men's 200m Backstroke",1
32,212,102,0,0,0,0,0,"Basketball","Men's Basketball","#984EA3",15,"Men's Basketball",8
27,169,75,1,0,0,0,0,"Shooting","Women's 10m Air Rifle","#FF7F00",17,"Women's 10m Air Rifle",2
21,173,64,1,1,0,0,1,"Swimming","Women's 4x200m Freestyle Relay","#FFFF33",17,"Women's 4x200m Freestyle Relay",4
20,178,68,1,0,0,0,0,"Swimming","Women's 10km Marathon","#FFFF33",17,"Women's 10km Marathon",5
25,208,93,0,0,0,0,0,"Volleyball","Men's Volleyball","#4DAF4A",18,"Men's Volleyball",8
24,175,70,1,0,0,0,0,"Basketball","Women's Basketball","#984EA3",15,"Women's Basketball",8
29,201,110,0,0,0,0,0,"Handball","Men's Handball","#FFFF33",16,"Men's Handball",9
34,185,90,0,0,0,0,0,"Handball","Men's Handball","#FFFF33",16,"Men's Handball",1
31,170,55,1,0,0,0,0,"Athletics","Women's Marathon","#377EB8",15,"Women's Marathon",6
30,164,57,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",4
21,185,79,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",6
34,171,63,0,0,0,0,0,"Cycling","Men's Road Race","#E41A1C",16,"Men's Road Race",3
32,172,77,0,0,0,0,0,"Sailing","Men's 49er","#984EA3",17,"Men's 49er",3
20,172,62,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",1
28,165,55,1,0,0,0,0,"Wrestling","Women's 55kg Freestyle","#FFFF33",18,"Women's 55kg Freestyle",7
31,200,97,0,0,0,0,0,"Volleyball","Men's Volleyball","#4DAF4A",18,"Men's Volleyball",8
26,172,70,0,0,0,0,0,"Athletics","Men's 100m, Men's 4 x 100m Relay","#377EB8",15,"Men's 100m",8
36,180,70,0,0,0,0,0,"Athletics","Men's Marathon","#377EB8",15,"Men's Marathon",2
19,174,64,1,0,0,0,0,"Swimming","Women's 200m Individual Medley","#FFFF33",17,"Women's 200m Individual Medley",4
28,168,58,1,0,0,0,0,"Athletics","Women's Marathon","#377EB8",15,"Women's Marathon",1
20,189,76,1,0,0,0,0,"Swimming","Women's 4x100m Freestyle Relay","#FFFF33",17,"Women's 4x100m Freestyle Relay",4
37,173,68,0,0,0,0,0,"Shooting","Men's Skeet","#FF7F00",17,"Men's Skeet",7
16,162,55,1,0,0,0,0,"Shooting","Women's Skeet","#FF7F00",17,"Women's Skeet",3
22,196,120,0,0,0,0,0,"Judo","Men's +100kg","#E41A1C",17,"Men's +100kg",7
25,189,102,0,0,0,0,0,"Wrestling","Men's 96kg Freestyle","#FFFF33",18,"Men's 96kg Freestyle",3
22,194,95,0,0,0,0,0,"Rowing","Men's Quadruple Sculls","#4DAF4A",17,"Men's Quadruple Sculls",10
25,170,56,1,0,0,0,0,"Cycling","Women's Road Race","#E41A1C",16,"Women's Road Race",6
36,178,75,1,0,0,0,0,"Rowing","Women's Pair","#4DAF4A",17,"Women's Pair",8
26,181,80,0,0,0,0,0,"Swimming","Men's 100m Freestyle","#FFFF33",17,"Men's 100m Freestyle",3
34,168,60,0,0,0,0,0,"Shooting","Men's 50m Rifle Prone","#FF7F00",17,"Men's 50m Rifle Prone",8
27,164,60,0,0,0,0,0,"Wrestling","Men's 60kg Greco-Roman","#FFFF33",18,"Men's 60kg Greco-Roman",3
27,177,77,0,0,0,0,0,"Sailing","Men's 49er","#984EA3",17,"Men's 49er",6
23,170,60,0,0,0,0,0,"Athletics","Men's 50km Race Walk","#377EB8",15,"Men's 50km Race Walk",9
28,162,63,1,0,0,0,0,"Athletics","Women's 200m","#377EB8",15,"Women's 200m",5
32,172,56,0,0,0,0,0,"Athletics","Men's Marathon","#377EB8",15,"Men's Marathon",3
28,192,105,0,0,0,0,0,"Weightlifting","Men's +105kg","#FF7F00",18,"Men's +105kg",2
35,165,63,1,0,0,0,0,"Judo","Women's -63kg","#E41A1C",17,"Women's -63kg",6
18,168,60,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3",18,"Women's Water Polo",2
21,168,55,1,0,0,0,0,"Wrestling","Women's 55kg Freestyle","#FFFF33",18,"Women's 55kg Freestyle",4
28,203,104,0,0,0,0,0,"Basketball","Men's Basketball","#984EA3",15,"Men's Basketball",8
22,187,90,0,0,0,0,0,"Judo","Men's -90kg","#E41A1C",17,"Men's -90kg",10
28,176,68,1,0,0,0,0,"Beach Volleyball","Women's Beach Volleyball","#FF7F00",15,"Women's Beach Volleyball",8
23,177,69,0,0,0,0,0,"Athletics","Men's 800m","#377EB8",15,"Men's 800m",6
23,202,97,0,0,0,0,0,"Basketball","Men's Basketball","#984EA3",15,"Men's Basketball",4
20,170,55,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3",18,"Women's Water Polo",9
19,168,50,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3",18,"Women's Water Polo",1
30,174,55,1,0,0,0,0,"Cycling","Women's Individual Time Trial, Women's Road Race","#E41A1C",16,"Women's Individual Time Trial",2
25,175,73,1,0,0,0,0,"Rowing","Women's Double Sculls","#4DAF4A",17,"Women's Double Sculls",4
20,177,70,1,0,0,0,0,"Rowing","Women's Double Sculls","#4DAF4A",17,"Women's Double Sculls",2
23,174,95,0,0,0,0,0,"Weightlifting","Men's 94kg","#FF7F00",18,"Men's 94kg",4
31,178,69,1,0,0,0,0,"Athletics","Women's 400m Hurdles","#377EB8",15,"Women's 400m Hurdles",8
31,184,115,0,0,0,0,0,"Athletics","Men's Hammer Throw","#377EB8",15,"Men's Hammer Throw",4
29,203,106,0,0,0,0,0,"Volleyball","Men's Volleyball","#4DAF4A",18,"Men's Volleyball",4
26,180,78,0,0,0,0,0,"Fencing","Men's Individual Sabre","#984EA3",16,"Men's Individual Sabre",10
26,186,74,0,0,0,0,0,"Table Tennis","Men's Team","#A65628",17,"Men's Team",8
30,172,50,0,0,0,0,0,"Athletics","Men's Marathon","#377EB8",15,"Men's Marathon",1
22,165,62,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",3
28,186,80,1,0,0,0,0,"Volleyball","Women's Volleyball","#4DAF4A",18,"Women's Volleyball",3
17,162,60,1,0,0,0,0,"Swimming","Women's 50m Freestyle","#FFFF33",17,"Women's 50m Freestyle",10
30,170,83,0,0,0,0,0,"Shooting","Men's Skeet","#FF7F00",17,"Men's Skeet",2
25,172,62,0,0,0,0,0,"Cycling","Men's Omnium, Men's Team Pursuit","#E41A1C",16,"Men's Omnium",1
24,198,100,0,0,0,0,0,"Rowing","Men's Eight","#4DAF4A",17,"Men's Eight",6
18,168,58,0,0,0,0,0,"Athletics","Men's 3000m Steeplechase","#377EB8",15,"Men's 3000m Steeplechase",3
27,171,64,0,0,0,0,0,"Cycling","Men's Road Race","#E41A1C",16,"Men's Road Race",7
20,187,77,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",5
26,176,61,0,0,0,0,0,"Athletics","Men's 50km Race Walk","#377EB8",15,"Men's 50km Race Walk",9
26,177,65,0,0,0,0,0,"Athletics","Men's 20km Race Walk","#377EB8",15,"Men's 20km Race Walk",8
23,182,79,0,0,0,0,0,"Cycling","Men's Omnium","#E41A1C",16,"Men's Omnium",7
32,212,115,0,0,0,0,0,"Basketball","Men's Basketball","#984EA3",15,"Men's Basketball",3
31,186,78,0,0,0,0,0,"Hockey","Men's Hockey","#A65628",16,"Men's Hockey",5
26,171,55,1,0,0,0,0,"Athletics","Women's 4 x 400m Relay","#377EB8",15,"Women's 4 x 400m Relay",7
22,170,52,1,0,0,0,0,"Athletics","Women's 1500m","#377EB8",15,"Women's 1500m",9
25,190,85,0,0,0,0,0,"Athletics","Men's Pole Vault","#377EB8",15,"Men's Pole Vault",1
30,168,73,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",5
17,168,58,1,0,0,0,0,"Swimming","Women's 800m Freestyle","#FFFF33",17,"Women's 800m Freestyle",5
26,170,62,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",4
20,178,72,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",8
20,192,68,1,0,0,0,0,"Volleyball","Women's Volleyball","#4DAF4A",18,"Women's Volleyball",6
21,175,62,0,0,0,0,0,"Athletics","Men's 5000m, Men's 10,000m","#377EB8",15,"Men's 5000m",2
24,158,53,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",5
21,160,52,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",5
21,163,52,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",5
29,164,54,1,0,0,0,0,"Athletics","Women's Marathon","#377EB8",15,"Women's Marathon",10
22,199,95,0,0,0,0,0,"Rowing","Men's Quadruple Sculls","#4DAF4A",17,"Men's Quadruple Sculls",5
29,188,77,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3",18,"Women's Water Polo",10
31,193,139,0,0,0,0,0,"Athletics","Men's Shot Put","#377EB8",15,"Men's Shot Put",8
38,173,58,1,1,0,0,1,"Cycling","Women's Individual Time Trial, Women's Road Race","#E41A1C",16,"Women's Individual Time Trial",9
22,178,80,0,0,0,0,0,"Swimming","Men's 100m Backstroke, Men's 4x100m Medley Relay","#FFFF33",17,"Men's 100m Backstroke",5
36,173,59,1,0,1,0,1,"Cycling","Women's Individual Time Trial, Women's Road Race, Women's Team Pursuit","#E41A1C",16,"Women's Individual Time Trial",4
27,185,72,1,0,0,0,0,"Volleyball","Women's Volleyball","#4DAF4A",18,"Women's Volleyball",6
35,194,95,0,0,0,0,0,"Volleyball","Men's Volleyball","#4DAF4A",18,"Men's Volleyball",10
20,193,105,0,0,0,0,0,"Weightlifting","Men's 105kg","#FF7F00",18,"Men's 105kg",4
18,170,60,1,0,0,0,0,"Swimming","Women's 200m Freestyle","#FFFF33",17,"Women's 200m Freestyle",6
20,163,60,0,0,0,0,0,"Judo","Men's -60kg","#E41A1C",17,"Men's -60kg",4
25,165,59,1,0,0,0,0,"Shooting","Women's 10m Air Rifle, Women's 50m Rifle 3 Positions","#FF7F00",17,"Women's 10m Air Rifle",4
23,178,62,0,0,0,0,0,"Athletics","Men's 20km Race Walk","#377EB8",15,"Men's 20km Race Walk",3
29,190,77,1,0,0,0,0,"Basketball","Women's Basketball","#984EA3",15,"Women's Basketball",5
29,195,92,0,0,0,0,0,"Athletics","Men's Decathlon","#377EB8",15,"Men's Decathlon",3
17,188,79,0,0,0,0,0,"Swimming","Men's 100m Breaststroke","#FFFF33",17,"Men's 100m Breaststroke",7
26,177,59,1,0,0,0,0,"Athletics","Women's 200m","#377EB8",15,"Women's 200m",1
25,168,85,1,0,0,0,0,"Shooting","Women's 10m Air Pistol, Women's 25m Pistol","#FF7F00",17,"Women's 10m Air Pistol",2
24,182,96,0,0,0,0,0,"Wrestling","Men's 96kg Greco-Roman","#FFFF33",18,"Men's 96kg Greco-Roman",8
27,176,67,1,0,0,0,0,"Beach Volleyball","Women's Beach Volleyball","#FF7F00",15,"Women's Beach Volleyball",8
28,177,70,1,0,0,0,0,"Tennis","Women's Singles, Mixed Doubles","#E41A1C",18,"Women's Singles",7
24,173,57,1,0,0,0,0,"Athletics","Women's 800m","#377EB8",15,"Women's 800m",4
24,180,76,0,0,0,0,0,"Athletics","Men's Long Jump","#377EB8",15,"Men's Long Jump",1
22,167,54,1,0,0,0,0,"Athletics","Women's 800m","#377EB8",15,"Women's 800m",4
25,165,55,1,0,0,0,0,"Shooting","Women's 10m Air Rifle, Women's 50m Rifle 3 Positions","#FF7F00",17,"Women's 10m Air Rifle",5
28,160,48,1,0,0,0,0,"Modern Pentathlon","Women's Modern Pentathlon","#377EB8",17,"Women's Modern Pentathlon",7
36,199,95,0,0,0,0,0,"Beach Volleyball","Men's Beach Volleyball","#FF7F00",15,"Men's Beach Volleyball",9
25,164,60,1,0,0,0,0,"Hockey","Women's Hockey","#A65628",16,"Women's Hockey",5
22,177,58,1,0,0,0,0,"Athletics","Women's 400m Hurdles","#377EB8",15,"Women's 400m Hurdles",5
27,166,64,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",6
30,187,82,0,0,0,0,0,"Athletics","Men's 110m Hurdles","#377EB8",15,"Men's 110m Hurdles",8
19,172,60,0,0,0,0,0,"Wrestling","Men's 60kg Freestyle","#FFFF33",18,"Men's 60kg Freestyle",5
54,157,60,1,0,0,0,0,"Shooting","Women's 10m Air Pistol, Women's 25m Pistol","#FF7F00",17,"Women's 10m Air Pistol",8
19,173,64,1,0,0,0,0,"Swimming","Women's 800m Freestyle","#FFFF33",17,"Women's 800m Freestyle",8
26,172,70,0,0,0,0,0,"Athletics","Men's 800m","#377EB8",15,"Men's 800m",9
23,166,56,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",4
32,171,58,0,0,0,0,0,"Athletics","Men's Marathon","#377EB8",15,"Men's Marathon",5
36,158,65,1,0,0,0,0,"Shooting","Women's 10m Air Pistol","#FF7F00",17,"Women's 10m Air Pistol",6
27,181,72,0,0,0,0,0,"Rowing","Men's Single Sculls","#4DAF4A",17,"Men's Single Sculls",9
21,174,62,1,0,0,0,0,"Swimming","Women's 10km Marathon","#FFFF33",17,"Women's 10km Marathon",9
25,187,84,0,0,0,0,0,"Fencing","Men's Individual Foil, Men's Team Foil","#984EA3",16,"Men's Individual Foil",6
21,194,92,0,0,0,0,0,"Table Tennis","Men's Singles, Men's Team","#A65628",17,"Men's Singles",8
26,161,42,1,0,0,0,0,"Athletics","Women's 1500m","#377EB8",15,"Women's 1500m",3
24,168,53,1,0,0,0,0,"Athletics","Women's 3000m Steeplechase","#377EB8",15,"Women's 3000m Steeplechase",2
20,175,78,1,0,0,0,0,"Judo","Women's +78kg","#E41A1C",17,"Women's +78kg",7
25,167,56,1,0,0,0,0,"Athletics","Women's 4 x 100m Relay","#377EB8",15,"Women's 4 x 100m Relay",8
26,179,68,0,0,0,0,0,"Athletics","Men's 200m","#377EB8",15,"Men's 200m",10
27,152,52,1,0,0,0,0,"Athletics","Women's 100m, Women's 200m, Women's 4 x 100m Relay","#377EB8",15,"Women's 100m",7
30,180,96,0,0,0,0,0,"Wrestling","Men's 96kg Greco-Roman","#FFFF33",18,"Men's 96kg Greco-Roman",6
21,162,62,0,0,0,0,0,"Weightlifting","Men's 62kg","#FF7F00",18,"Men's 62kg",8
20,200,84,0,0,0,0,0,"Volleyball","Men's Volleyball","#4DAF4A",18,"Men's Volleyball",7
27,170,55,1,0,0,0,0,"Athletics","Women's 100m","#377EB8",15,"Women's 100m",2
18,179,70,0,0,0,0,0,"Swimming","Men's 400m Individual Medley","#FFFF33",17,"Men's 400m Individual Medley",4
25,179,70,0,0,0,0,0,"Cycling","Men's Cross-country","#E41A1C",16,"Men's Cross-country",9
26,188,118,0,0,0,0,0,"Athletics","Men's Shot Put","#377EB8",15,"Men's Shot Put",1
28,185,88,0,0,0,0,0,"Athletics","Men's 100m","#377EB8",15,"Men's 100m",10
23,173,71,1,0,0,0,0,"Swimming","Women's 50m Freestyle, Women's 100m Breaststroke, Women's 200m Breaststroke","#FFFF33",17,"Women's 50m Freestyle",1
22,165,55,1,0,0,0,0,"Athletics","Women's 800m","#377EB8",15,"Women's 800m",5
32,176,68,0,0,0,0,0,"Triathlon","Men's Triathlon","#377EB8",18,"Men's Triathlon",10
28,190,90,0,0,0,0,0,"Handball","Men's Handball","#FFFF33",16,"Men's Handball",6
28,178,81,0,0,0,0,0,"Judo","Men's -81kg","#E41A1C",17,"Men's -81kg",2
27,161,60,1,0,0,0,0,"Hockey","Women's Hockey","#A65628",16,"Women's Hockey",7
20,171,60,1,0,0,0,0,"Swimming","Women's 100m Backstroke, Women's 200m Backstroke","#FFFF33",17,"Women's 100m Backstroke",5
23,167,66,1,0,0,0,0,"Fencing","Women's Individual Sabre","#984EA3",16,"Women's Individual Sabre",2
23,187,77,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",1
28,185,82,1,0,0,0,0,"Basketball","Women's Basketball","#984EA3",15,"Women's Basketball",8
30,164,44,1,0,0,0,0,"Athletics","Women's Marathon","#377EB8",15,"Women's Marathon",2
28,185,75,1,0,0,0,0,"Basketball","Women's Basketball","#984EA3",15,"Women's Basketball",9
30,168,62,1,0,0,0,0,"Badminton","Women's Singles","#4DAF4A",15,"Women's Singles",10
28,179,73,0,0,0,0,0,"Athletics","Men's 20km Race Walk, Men's 50km Race Walk","#377EB8",15,"Men's 20km Race Walk",3
19,178,85,0,0,0,0,0,"Weightlifting","Men's 85kg","#FF7F00",18,"Men's 85kg",3
27,173,75,1,0,0,0,0,"Judo","Women's -78kg","#E41A1C",17,"Women's -78kg",7
29,188,100,0,0,0,0,0,"Judo","Men's -100kg","#E41A1C",17,"Men's -100kg",3
23,183,90,0,0,0,0,0,"Athletics","Men's Javelin Throw","#377EB8",15,"Men's Javelin Throw",10
27,175,100,1,0,0,0,0,"Athletics","Women's Shot Put","#377EB8",15,"Women's Shot Put",8
19,190,82,0,0,0,0,0,"Swimming","Men's 100m Freestyle","#FFFF33",17,"Men's 100m Freestyle",7
22,167,63,0,0,0,0,0,"Cycling","Men's Team Pursuit","#E41A1C",16,"Men's Team Pursuit",7
18,164,61,1,0,0,1,1,"Archery","Women's Individual, Women's Team","#E41A1C",15,"Women's Individual",2
35,177,84,0,0,0,0,0,"Wrestling","Men's 84kg Greco-Roman","#FFFF33",18,"Men's 84kg Greco-Roman",1
23,178,70,0,0,0,0,0,"Fencing","Men's Team Foil","#984EA3",16,"Men's Team Foil",3
24,185,95,0,0,0,0,0,"Athletics","Men's Javelin Throw","#377EB8",15,"Men's Javelin Throw",8
20,175,65,1,0,0,0,0,"Swimming","Women's 100m Backstroke, Women's 200m Backstroke","#FFFF33",17,"Women's 100m Backstroke",6
25,165,66,0,0,0,0,0,"Judo","Men's -66kg","#E41A1C",17,"Men's -66kg",7
21,160,55,1,0,0,0,0,"Wrestling","Women's 55kg Freestyle","#FFFF33",18,"Women's 55kg Freestyle",2
23,174,67,0,0,0,0,0,"Fencing","Men's Team Foil","#984EA3",16,"Men's Team Foil",4
24,166,60,0,0,0,0,0,"Cycling","Men's Sprint, Men's Keirin","#E41A1C",16,"Men's Sprint",2
24,182,82,0,0,0,0,0,"Athletics","Men's Decathlon","#377EB8",15,"Men's Decathlon",9
25,180,75,0,0,0,0,0,"Fencing","Men's Individual Foil, Men's Team Foil","#984EA3",16,"Men's Individual Foil",7
22,173,51,1,0,0,0,0,"Athletics","Women's 3000m Steeplechase","#377EB8",15,"Women's 3000m Steeplechase",8
27,189,96,0,0,0,0,0,"Wrestling","Men's 96kg Greco-Roman","#FFFF33",18,"Men's 96kg Greco-Roman",1
21,168,60,0,0,0,0,0,"Swimming","Men's 1500m Freestyle","#FFFF33",17,"Men's 1500m Freestyle",9
21,186,68,1,0,0,0,0,"Volleyball","Women's Volleyball","#4DAF4A",18,"Women's Volleyball",3
26,169,54,1,0,0,0,0,"Athletics","Women's 4 x 400m Relay","#377EB8",15,"Women's 4 x 400m Relay",7
22,180,58,1,0,0,0,0,"Athletics","Women's 800m","#377EB8",15,"Women's 800m",4
20,168,58,0,0,0,0,0,"Athletics","Men's 10,000m","#377EB8",15,"Men's 10",10
27,180,66,1,0,0,0,0,"Handball","Women's Handball","#FFFF33",16,"Women's Handball",4
22,180,59,1,0,0,0,0,"Athletics","Women's High Jump","#377EB8",15,"Women's High Jump",5
24,183,78,1,0,0,0,0,"Basketball","Women's Basketball","#984EA3",15,"Women's Basketball",10
24,167,58,1,0,0,0,0,"Rowing","Women's Lightweight Double Sculls","#4DAF4A",17,"Women's Lightweight Double Sculls",4
34,178,58,1,0,0,0,0,"Hockey","Women's Hockey","#A65628",16,"Women's Hockey",6
23,178,74,0,0,0,0,0,"Wrestling","Men's 74kg Greco-Roman","#FFFF33",18,"Men's 74kg Greco-Roman",3
30,191,120,0,0,0,0,0,"Wrestling","Men's 120kg Greco-Roman","#FFFF33",18,"Men's 120kg Greco-Roman",1
39,177,88,0,0,0,0,0,"Shooting","Men's 10m Air Rifle, Men's 50m Rifle Prone, Men's 50m Rifle 3 Positions","#FF7F00",17,"Men's 10m Air Rifle",5
23,182,67,1,0,0,0,0,"Tennis","Women's Singles, Mixed Doubles","#E41A1C",18,"Women's Singles",6
26,167,54,1,0,0,0,0,"Athletics","Women's 400m Hurdles","#377EB8",15,"Women's 400m Hurdles",7
30,185,91,0,0,0,0,0,"Water Polo","Men's Water Polo","#984EA3",18,"Men's Water Polo",2
23,175,63,0,0,0,0,0,"Athletics","Men's 100m","#377EB8",15,"Men's 100m",9
23,178,73,0,0,0,0,0,"Rowing","Men's Lightweight Double Sculls","#4DAF4A",17,"Men's Lightweight Double Sculls",5
22,179,75,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",6
21,172,60,0,0,0,0,0,"Athletics","Men's 4 x 400m Relay","#377EB8",15,"Men's 4 x 400m Relay",9
20,175,62,0,0,0,0,0,"Athletics","Men's 3000m Steeplechase","#377EB8",15,"Men's 3000m Steeplechase",2
22,190,120,0,0,0,0,0,"Wrestling","Men's 120kg Greco-Roman","#FFFF33",18,"Men's 120kg Greco-Roman",2
27,186,82,0,0,0,0,0,"Badminton","Men's Doubles","#4DAF4A",15,"Men's Doubles",1
22,178,68,0,0,0,0,0,"Athletics","Men's 800m","#377EB8",15,"Men's 800m",9
33,175,71,0,0,0,0,0,"Table Tennis","Men's Singles","#A65628",17,"Men's Singles",7
24,193,90,0,0,0,0,0,"Beach Volleyball","Men's Beach Volleyball","#FF7F00",15,"Men's Beach Volleyball",8
23,179,70,1,0,0,0,0,"Athletics","Women's 20km Race Walk","#377EB8",15,"Women's 20km Race Walk",2
27,160,48,1,0,0,0,0,"Athletics","Women's 20km Race Walk","#377EB8",15,"Women's 20km Race Walk",9
24,170,58,1,0,0,0,0,"Triathlon","Women's Triathlon","#377EB8",18,"Women's Triathlon",2
22,188,80,0,0,0,0,0,"Athletics","Men's 110m Hurdles","#377EB8",15,"Men's 110m Hurdles",10
21,189,83,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",7
21,180,73,0,0,0,0,0,"Swimming","Men's 400m Freestyle","#FFFF33",17,"Men's 400m Freestyle",9
21,196,94,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",1
23,156,48,1,0,0,0,0,"Table Tennis","Women's Singles, Women's Team","#A65628",17,"Women's Singles",1
20,168,150,0,0,0,0,0,"Athletics","Men's 4 x 100m Relay","#377EB8",15,"Men's 4 x 100m Relay",4
25,194,90,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",9
18,167,54,1,0,0,0,0,"Swimming","Women's 4x100m Freestyle Relay","#FFFF33",17,"Women's 4x100m Freestyle Relay",10
28,189,84,0,0,0,0,0,"Sailing","Men's Laser","#984EA3",17,"Men's Laser",8
27,211,125,0,0,0,0,0,"Basketball","Men's Basketball","#984EA3",15,"Men's Basketball",2
36,180,84,0,0,0,0,0,"Table Tennis","Men's Singles","#A65628",17,"Men's Singles",4
26,176,74,0,0,0,0,0,"Wrestling","Men's 74kg Greco-Roman","#FFFF33",18,"Men's 74kg Greco-Roman",8
22,183,79,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",4
23,186,80,0,0,0,0,0,"Athletics","Men's 110m Hurdles","#377EB8",15,"Men's 110m Hurdles",9
23,162,62,1,0,0,0,0,"Cycling","Women's Team Pursuit","#E41A1C",16,"Women's Team Pursuit",8
22,180,85,0,0,0,0,0,"Canoe Sprint","Men's Kayak Double (K2) 200m","#A65628",15,"Men's Kayak Double (K2) 200m",8
22,187,67,0,0,0,0,0,"Cycling","Men's Cross-country","#E41A1C",16,"Men's Cross-country",8
29,185,88,0,0,0,0,0,"Beach Volleyball","Men's Beach Volleyball","#FF7F00",15,"Men's Beach Volleyball",8
29,183,87,0,0,0,0,0,"Canoe Sprint","Men's Canoe Single (C1) 1000m, Men's Canoe Single (C1) 200m","#A65628",15,"Men's Canoe Single (C1) 1000m",5
23,160,48,1,0,0,0,0,"Judo","Women's -48kg","#E41A1C",17,"Women's -48kg",9
28,186,90,0,0,0,0,0,"Judo","Men's -90kg","#E41A1C",17,"Men's -90kg",9
30,198,108,0,0,0,0,0,"Rowing","Men's Four","#4DAF4A",17,"Men's Four",10
23,191,97,0,0,0,0,0,"Sailing","Men's Finn","#984EA3",17,"Men's Finn",5
29,158,48,1,0,1,0,1,"Judo","Women's -48kg","#E41A1C",17,"Women's -48kg",6
19,182,72,0,0,0,0,0,"Shooting","Men's Double Trap","#FF7F00",17,"Men's Double Trap",8
26,163,55,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3",18,"Women's Water Polo",10
24,166,60,0,0,0,0,0,"Wrestling","Men's 60kg Greco-Roman","#FFFF33",18,"Men's 60kg Greco-Roman",6
21,168,56,1,0,0,0,0,"Shooting","Women's 50m Rifle 3 Positions","#FF7F00",17,"Women's 50m Rifle 3 Positions",8
21,177,59,0,0,0,0,0,"Athletics","Men's 5000m","#377EB8",15,"Men's 5000m",3
24,180,84,0,0,0,0,0,"Wrestling","Men's 84kg Greco-Roman","#FFFF33",18,"Men's 84kg Greco-Roman",4
36,185,95,0,0,0,0,0,"Shooting","Men's 10m Air Rifle","#FF7F00",17,"Men's 10m Air Rifle",10
30,181,65,0,0,0,0,0,"Athletics","Men's 1500m","#377EB8",15,"Men's 1500m",2
22,183,79,0,0,0,0,0,"Swimming","Men's 100m Breaststroke","#FFFF33",17,"Men's 100m Breaststroke",1
28,163,45,1,0,0,0,0,"Athletics","Women's 10,000m","#377EB8",15,"Women's 10",10
32,178,63,1,0,0,0,0,"Athletics","Women's 4 x 400m Relay","#377EB8",15,"Women's 4 x 400m Relay",7
